IDENT;LIBELLE;VEHICULE;VOIRIE;INSEE
B_TRQ82_A;Tronquet;BUS;CHAUSSEE;33376
B_BRA11_A;Brascassat;BUS;CHAUSSEE;33063
B_CIC47_R;Cicéron;BUS;CHAUSSEE;33318
B_COV58_R;Colverts;BUS;CHAUSSEE_ACCESS;33312
B_BLANQ_R;Blanqui;BUS;CHAUSSEE;33063
B_TBRAN;Brandenburg;BUS;TERMINUS;33063
B_STJ09_R;Gare St Jean (arrêt de Descente);BUS;TERMINUS;33063
B_GBA04_A;Galerie des Beaux Arts;BUS;CHAUSSEE_ACCESS;33063
B_VIG01_A;Vigneau;BUS;CHAUSSEE;33281
B_LAP10_R;La Paillère;BUS;CHAUSSEE_ACCESS;33318
B_PON07_A;Pontet;BUS;CHAUSSEE;33003
B_SAU07_R;Sauvin;BUS;CHAUSSEE;33003
B_PAR07_A;Parabelle;BUS;HS_INTEGRAL;33003
B_MUS24_R;Musée d'Aquitaine;BUS;CHAUSSEE;33063
B_GUE30_R;Gustave Eiffel;BUS;CHAUSSEE_ACCESS;33281
B_LPL30_A;Laplace;BUS;CHAUSSEE_ACCESS;33281
B_GME34_A;Lycée Vaclav Havel;BUS;CHAUSSEE;33550
B_MEN34_A;Mendès France;BUS;CHAUSSEE;33039
B_PAP34_A;Denis Papin;BUS;CHAUSSEE;33039
B_ARCI34;Rives d'Arcins;BUS;CHAUSSEE;33039
B_LOR36_A;Mairie de Gradignan;BUS;CHAUSSEE;33192
B_CAND44;Candau;BUS;HS_INTEGRAL;33318
B_HLV44_R;Boulevard du Haut Livrac;BUS;CHAUSSEE;33318
B_BRU25_A;Bruca;BUS;CHAUSSEE;33550
B_JON76_R;Jonc;BUS;CHAUSSEE;33312
B_BIG76_R;Bigeau;BUS;CHAUSSEE;33312
B_DUC88_A;Pont de la Maye;BUS;CHAUSSEE_ACCESS;33550
B_CLE88_A;Clemenceau;BUS;CHAUSSEE;33550
B_HOU88_A;Hourcade;BUS;HS_INTEGRAL;33550
B_MEL15_A;Lycée Václav Havel;BUS;CHAUSSEE_ACCESS;33039
B_CHA32_R;Cité Chantecrit;BUS;CHAUSSEE_ACCESS;33063
B_RPQ32_R;St Louis;BUS;CHAUSSEE;33063
B_DVI32_R;Docteur Vincent;BUS;CHAUSSEE;33063
B_RPF15_A;Rond Point Marie Fel;BUS;CHAUSSEE_ACCESS;33063
B_RPF15_R;Rond Point Marie Fel;BUS;CHAUSSEE_ACCESS;33063
B_RAC92_A;Racine;BUS;CHAUSSEE;33096
B_BEA92_R;Centre de Secours;BUS;CHAUSSEE_ACCESS;33032
B_MVI92_A;Mairie de St Vincent;BUS;HS_INTEGRAL;33487
B_CSP92_R;Clos St Pierre;BUS;CHAUSSEE;33003
B_CST92_R;Castéra;BUS;CHAUSSEE;33032
B_CAI92_R;Cailleau;BUS;CHAUSSEE;33032
B_CAI92_A;Cailleau;BUS;CHAUSSEE;33032
B_GBA92_R;Gare de Bassens;BUS;CHAUSSEE;33032
B_ROB16_R;Bosquets;BUS;CHAUSSEE;33281
B_ROB16_A;Bosquets;BUS;CHAUSSEE;33281
B_RBE10_R;Rue de Bègles;BUS;CHAUSSEE;33063
T_LAURI_R;Lauriers;TRAM;QUAI;33249
T_BUTINI_A;Buttiniere;TRAM;QUAI;33249
T_PELLET_R;Pelletan;TRAM;QUAI;33119
T_PALMER_R;Palmer;TRAM;QUAI;33119
T_JAURES_R;Jean Jaures;TRAM;QUAI;33119
T_GALIN_R;Galin;TRAM;QUAI;33063
T_STALIN_A;Stalingrad;TRAM;AUTRE;33063
T_STALIN_R;Stalingrad;TRAM;AUTRE;33063
T_HDV_A_A;Hotel De Ville;TRAM;AUTRE;33063
T_HDV_A_R;Hotel De Ville;TRAM;AUTRE;33063
T_PALAIS_R;Palais De Justice;TRAM;AUTRE;33063
T_MERIA_R;Meriadeck;TRAM;AUTRE;33063
T_BOUGN_R;Bougnard;TRAM;AUTRE;33318
T_DOYEN_A;Doyen Brus;TRAM;AUTRE;33318
T_BORDES_A;Francois Bordes;TRAM;AUTRE;33318
T_BORDES_R;Francois Bordes;TRAM;AUTRE;33318
T_ARTME_A;Arts & Metiers;TRAM;AUTRE;33522
T_BETHA_R;Bethanie;TRAM;AUTRE;33522
T_GENES_A;Barriere Saint-Genes;TRAM;AUTRE;33522
T_BERGO_A;Bergonie;TRAM;AUTRE;33063
T_NICOL_A;Saint-Nicolas;TRAM;AUTRE;33063
T_NICOL_R;Saint-Nicolas;TRAM;AUTRE;33063
T_VICTOI_A;Victoire;TRAM;AUTRE;33063
T_HDV_B_A;Hotel De Ville;TRAM;AUTRE;33063
T_GAMBET_R;Gambetta - Madd;TRAM;AUTRE;33063
T_THEAT_R;Grand Theatre;TRAM;AUTRE;33063
T_TAUZIA_A;Tauzia;TRAM;AUTRE;33063
T_MICHEL_A;Saint-Michel;TRAM;AUTRE;33063
T_BOURSE_A;Place De La Bourse;TRAM;AUTRE;33063
T_QUINCC_A;Quinconces;TRAM;AUTRE;33063
T_GAVIN_R;Gavinies;TRAM;AUTRE;33063
T_HOPIT_R;Hopital Pellegrin;TRAM;AUTRE;33063
T_AUGUS_R;Saint-Augustin;TRAM;AUTRE;33063
T_MAREGU_A;La Maregue;TRAM;QUAI;33119
T_PEYCHO_A;Peychotte;TRAM;AUTRE;33281
T_PEYCHO_R;Peychotte;TRAM;AUTRE;33281
T_VIGNY_R;Alfred De Vigny;TRAM;AUTRE;33281
T_MENDES_A;Pierre Mendes France;TRAM;AUTRE;33281
T_LYCEES_R;Lycees De Merignac;TRAM;AUTRE;33281
T_MERIG_V1;Merignac Centre;TRAM;QUAI;33281
T_PESSA_V1;Pessac Centre;TRAM;AUTRE;33318
T_CAPC_R;Capc Musee D'Art Contemporain;TRAM;AUTRE;33063
T_CHART_A;Chartrons;TRAM;AUTRE;33063
T_HANGAR_A;Les Hangars;TRAM;AUTRE;33063
T_BASSIN_R;La Cite Du Vin;TRAM;QUAI;33063
T_BASSIN_A;La Cite Du Vin;TRAM;QUAI;33063
T_DOUMER_A;Place Paul Doumer;TRAM;AUTRE;33063
T_DOUMER_R;Place Paul Doumer;TRAM;AUTRE;33063
T_PARC_R;Grand Parc;TRAM;AUTRE;33063
T_RAVESI_A;Place Ravezies - Le Bouscat;TRAM;AUTRE;33063
T_VERNE_R;Carle Vernet;TRAM;AUTRE;33063
T_VERNE_A;Carle Vernet;TRAM;AUTRE;33063
T_CARRIE_R;Carriet;TRAM;QUAI;33249
T_ACHARD_A;Rue Achard;TRAM;AUTRE;33063
T_NYORK_R;New York;TRAM;AUTRE;33063
T_BRAND_A;Brandenburg;TRAM;AUTRE;33063
T_BRAND_R;Brandenburg;TRAM;AUTRE;33063
T_CLAVO_V1;Claveau;TRAM;AUTRE;33063
T_GARD_V1;La Gardette - Bassens - Carbon-Blanc;TRAM;QUAI;33249
T_PARCX_V1;Parc Des Expositions - Nouveau Stade;TRAM;QUAI;33063
B_OZA41_R;Place Ozanam;BUS;CHAUSSEE;33063
B_PRO80_R;Provinces;BUS;CHAUSSEE;33013
B_PDL36_R;Pas de la Côte;BUS;CHAUSSEE_ACCESS;33550
B_WAN89_A;Stade Wangermez;BUS;CHAUSSEE;33550
B_MAXL;Max Linder;BUS;CHAUSSEE_ACCESS;33003
B_TEXP14;Parc des Expositions;BUS;TERMINUS;33063
B_FON49_R;MSF;BUS;CHAUSSEE_ACCESS;33281
B_COR32_A;Cornier;BUS;CHAUSSEE;33167
B_VI443_A;Village 4;BUS;CHAUSSEE;33318
B_VHU8_A;Victor Hugo;BUS;CHAUSSEE_ACCESS;33119
B_SOU54_R;Soubiras;BUS;CHAUSSEE;33063
B_MAN09_R;Mandron;BUS;CHAUSSEE_ACCESS;33063
B_PEL23_A;Pelleport;BUS;CHAUSSEE;33063
B_MER47_R;Zoo de Pessac;BUS;CHAUSSEE_ACCESS;33318
B_CAB08_A;Cabannes;BUS;CHAUSSEE;33167
B_DES64_A;Desclaux;BUS;CHAUSSEE_ACCESS;33013
B_XAI48_A;Xaintrailles;BUS;CHAUSSEE;33063
B_VET07_A;Vettiner;BUS;CHAUSSEE;33065
B_LAF23_A;Lafontaine;BUS;CHAUSSEE;33063
B_3TO42_A;Les 3 Tours;BUS;HS_INTEGRAL;33192
B_BON21_A;Bonnardel;BUS;CHAUSSEE_ACCESS;33550
B_JPA09_A;Cité Administrative;BUS;CHAUSSEE_ACCESS;33063
B_LOG13_A;Lognac;BUS;CHAUSSEE_ACCESS;33281
B_MEI95_A;Place Meignan;BUS;CHAUSSEE;33096
B_CGA08_A;Cours Gambetta;BUS;CHAUSSEE;33167
B_GER91_A;Gereyme;BUS;CHAUSSEE;33434
B_RUS06_A;Russel;BUS;CHAUSSEE;33167
B_BEA47_A;Beauséjour;BUS;CHAUSSEE;33318
B_MON21_A;Montherlant;BUS;CHAUSSEE_ACCESS;33550
B_JOU20_R;Jouhaux;BUS;HS_ACCES;33039
B_COM13_A;Square Emile Combes;BUS;CHAUSSEE_ACCESS;33063
B_LAJ03_A;Lajaunie;BUS;CHAUSSEE;33063
B_BGOT9_A;Bertrand de Goth;BUS;CHAUSSEE;33063
B_CBL72_A;Chardons Bleus;BUS;CHAUSSEE;33281
B_MON92_A;Mondion;BUS;CHAUSSEE_ACCESS;33487
B_VOL02_A;Voltaire;BUS;CHAUSSEE;33063
B_MON50_R;Mondésir Poste;BUS;CHAUSSEE;33281
B_PLA75_R;Plaisance;BUS;CHAUSSEE_ACCESS;33281
B_BEC52_R;Bechade;BUS;CHAUSSEE;33200
B_CGR37_R;Cante-Gric;BUS;CHAUSSEE;33519
B_FRA51_A;Fragonard;BUS;CHAUSSEE;33063
B_RGA73_R;Roland Garros;BUS;CHAUSSEE;33281
B_EPA20_R;Epargne;BUS;CHAUSSEE;33039
B_LAR13_A;Lartigue;BUS;CHAUSSEE_ACCESS;33063
B_BOB41_A;Bobet;BUS;CHAUSSEE_ACCESS;33192
B_MDO50_A;Marx Dormoy;BUS;CHAUSSEE;33281
B_TOU90_A;Toutaud;BUS;CHAUSSEE_ACCESS;33096
B_VAL48_R;Vallon;BUS;CHAUSSEE;33281
B_PAI21_R;La Paix;BUS;CHAUSSEE;33550
B_HUT36_A;La Hutte;BUS;CHAUSSEE;33075
B_FON63_R;Fontaudin;BUS;CHAUSSEE;33013
B_GLO36_R;Le Grand Louis;BUS;CHAUSSEE;33281
B_CHU72_R;Avenue du Chut;BUS;CHAUSSEE;33281
B_EMA42_R;Ecole de Management;BUS;CHAUSSEE;33522
B_DIA67_A;Diane;BUS;CHAUSSEE;33013
B_PNIV27;La Vache;BUS;CHAUSSEE;33075
B_PAR55_A;La Pargaud;BUS;CHAUSSEE;33519
B_PON93_R;Le Ponchut;BUS;CHAUSSEE;33003
B_CCO02_R;Rives d'Arcins;BUS;CHAUSSEE_ACCESS;33039
B_DUT10_R;Dutertre;BUS;CHAUSSEE;33063
B_TAF20_R;Taffanel;BUS;CHAUSSEE;33063
B_DUL02_A;Eglise St Martin;BUS;CHAUSSEE;33550
B_JOU20_A;Jouhaux;BUS;CHAUSSEE;33550
B_LAV74_A;Lavoir;BUS;CHAUSSEE;33032
B_PRE54_A;Pressensé;BUS;CHAUSSEE_ACCESS;33069
B_PMAR9_A;Place Maran;BUS;CHAUSSEE;33063
B_KEN63_R;Kennedy;BUS;HS_INTEGRAL;33249
B_PFR54_A;Pins-Francs;BUS;CHAUSSEE;33069
B_GER91_R;Gereyme;BUS;CHAUSSEE;33434
B_CHU72_A;Avenue du Chut;BUS;CHAUSSEE;33281
B_MER47_A;Zoo de Pessac;BUS;CHAUSSEE_ACCESS;33318
B_11N75_R;Place du 11 Novembre;BUS;CHAUSSEE_ACCESS;33281
B_VIL58_A;Villa;BUS;CHAUSSEE;33312
B_MCA95_R;Mairie de Carbon Blanc;BUS;CHAUSSEE;33096
B_PIC01_R;Picard;BUS;CHAUSSEE_ACCESS;33063
B_PSJ19_A;Pont St Jean;BUS;HS_INTEGRAL;33063
B_ROU08_A;Rousseau;BUS;CHAUSSEE;33167
B_TRI55_R;Tristan;BUS;CHAUSSEE;33449
B_VIN05_A;Vincent;BUS;CHAUSSEE;33063
B_CAP53_R;Capella;BUS;CHAUSSEE;33200
B_LGR49_A;La Grave;BUS;HS_INTEGRAL;33281
B_PLA20_A;Lycée Václav Havel;BUS;CHAUSSEE;33550
B_EME07_A;Centre Emetteur;BUS;CHAUSSEE;33065
B_BNT92_R;Bernatet;BUS;CHAUSSEE_ACCESS;33003
B_ORI53_R;Orion;BUS;CHAUSSEE_ACCESS;33449
B_CAR51_A;Carton;BUS;CHAUSSEE_ACCESS;33063
B_PGA46_A;Petit Gazinet;BUS;CHAUSSEE;33318
B_RPA62_R;Rue de la Paix;BUS;CHAUSSEE;33119
B_BER52_A;Bernède;BUS;CHAUSSEE;33200
B_RAM71_A;Ramond;BUS;CHAUSSEE;33449
B_OAU49_R;Oscar Auriac;BUS;CHAUSSEE_ACCESS;33281
B_PAC34_A;Pacaris;BUS;CHAUSSEE_ACCESS;33522
B_RIV08_R;Rives;BUS;HS_INTEGRAL;33063
B_PEY93_R;Peychaud;BUS;CHAUSSEE;33003
B_INR21_A;INRA;BUS;CHAUSSEE_ACCESS;33550
B_RON45_A;Ronsard;BUS;CHAUSSEE;33318
B_CAR58_A;Carnot;BUS;CHAUSSEE;33312
B_BEC52_A;Bechade;BUS;CHAUSSEE;33200
B_VEL52_R;Vélodrome;BUS;CHAUSSEE_ACCESS;33063
B_RIV27_R;Rivière;BUS;CHAUSSEE;33063
B_RIC16_R;Rue Richelieu;BUS;CHAUSSEE_ACCESS;33063
B_LUG58_A;Lugat;BUS;CHAUSSEE;33312
B_PLA58_R;Anita Conti;BUS;CHAUSSEE_ACCESS;33056
B_QFR91_R;Côte de la Garonne;BUS;HS_INTEGRAL;33032
B_AIG52_A;L'Aiglon;BUS;CHAUSSEE;33200
B_DUC27_A;Ducourneau;BUS;CHAUSSEE;33069
B_RAM71_R;Ramond;BUS;CHAUSSEE;33449
B_FFE48_A;Francisco Ferrer;BUS;CHAUSSEE;33063
B_WIL34_R;Collège Victor Louis;BUS;CHAUSSEE;33522
B_RPA76_R;R.P.A La Bérengère;BUS;CHAUSSEE;33069
B_SKA21_R;Neruda;BUS;CHAUSSEE;33550
B_LAV3_R;Lavergne;BUS;CHAUSSEE;33249
B_FRA47_A;Fraternité;BUS;CHAUSSEE;33318
B_DEH52_A;Dehès;BUS;CHAUSSEE;33200
B_TES82_R;5 Chemins;BUS;CHAUSSEE_ACCESS;33200
B_NOU22_A;Nouzarède;BUS;CHAUSSEE;33039
B_POU47_A;Le Poujeau;BUS;CHAUSSEE;33318
B_SOC52_R;Socrate;BUS;CHAUSSEE_ACCESS;33200
B_CHY41_A;Chouiney;BUS;CHAUSSEE;33192
B_LUC49_A;Lucassot;BUS;HS_SEMI_INTEGRE;33281
B_HOR03_R;Hortense;BUS;HS_INTEGRAL;33063
B_JPU90_A;Jardin Public;BUS;CHAUSSEE_ACCESS;33032
B_MAT06_A;Mattéoti;BUS;CHAUSSEE;33063
B_CIG63_A;Cigales;BUS;CHAUSSEE;33013
B_MAG47_A;Magonty;BUS;CHAUSSEE;33318
B_JJA06_A;Jean Jaurès;BUS;CHAUSSEE;33167
B_RUG58_R;Rue de la Gare;BUS;CHAUSSEE;33312
B_CAS32_A;Castés;BUS;CHAUSSEE;33167
B_ARI03_R;André Ricard;BUS;CHAUSSEE_ACCESS;33063
B_ROU08_R;Rousseau;BUS;CHAUSSEE;33167
B_BAR81_R;Bardanac;BUS;CHAUSSEE_ACCESS;33318
B_LGR49_R;La Grave;BUS;HS_INTEGRAL;33281
B_LUZ24_R;Luze;BUS;CHAUSSEE_ACCESS;33063
B_MON40_R;Montherlant;BUS;CHAUSSEE;33522
B_REN54_A;Ernest Renan;BUS;CHAUSSEE;33063
B_MEY46_R;Meyraud;BUS;CHAUSSEE;33318
B_AUR11_R;Auriac;BUS;CHAUSSEE;33063
B_BAR81_A;Bardanac;BUS;CHAUSSEE;33318
B_LAV38_A;Lavergne;BUS;CHAUSSEE;33249
B_EUR44_A;Europarc;BUS;CHAUSSEE_ACCESS;33318
B_QBR02_A;Quai de Brienne;BUS;HS_INTEGRAL;33063
B_ALL22_A;Allende;BUS;CHAUSSEE;33039
B_DAU51_A;Dauphine;BUS;CHAUSSEE_ACCESS;33063
B_TIL92_A;Tillède;BUS;CHAUSSEE;33004
B_AS47_R;Les As;BUS;CHAUSSEE;33318
B_RBE10_A;Rue de Bègles;BUS;CHAUSSEE;33063
B_BIL10_A;Billaudel;BUS;CHAUSSEE;33063
B_STA45_A;Stalingrad;BUS;CHAUSSEE_ACCESS;33063
B_PMO42_A;Paul Montagne;BUS;CHAUSSEE;33318
B_SBE42_A;Ste Bernadette;BUS;CHAUSSEE;33281
B_ABR42_A;Aristide Briand;BUS;CHAUSSEE;33281
B_PLA40_A;Plaisance;BUS;CHAUSSEE_ACCESS;33119
B_BTR45_A;Hôpital St André;BUS;CHAUSSEE;33063
B_PNE43_R;Collège Pablo Neruda;BUS;VOIE_PROTEGEE;33039
B_COA33_A;Collège Ausone;BUS;HS_SEMI_INTEGRE;33069
B_LAN33_R;Lanet;BUS;CHAUSSEE;33069
B_TAS33_A;Tassigny;BUS;CHAUSSEE;33063
B_TAS33_R;Tassigny;BUS;CHAUSSEE;33063
B_EGC33_A;Eglise de Caudéran;BUS;CHAUSSEE_ACCESS;33063
B_LOU26_R;Louis Mie;BUS;CHAUSSEE;33063
B_RME52_A;La Sablière;BUS;CHAUSSEE;33200
B_JMO34_R;La Belle Rose;BUS;CHAUSSEE;33039
B_GOU43_R;Gounod;BUS;CHAUSSEE;33039
B_MAG82_R;Avenue de Magudas;BUS;CHAUSSEE;33281
B_BVE11_A;Brienne Vernet;BUS;CHAUSSEE;33063
B_LAM20_R;Lamothe;BUS;CHAUSSEE_ACCESS;HORS_BM
B_MAG07_A;Magendie;BUS;HS_INTEGRAL;33249
B_FER30_A;Collège Jules Ferry;BUS;CHAUSSEE;33281
B_PAR93_R;Parabelle;BUS;CHAUSSEE;33003
B_SCH15_A;Schubert;BUS;CHAUSSEE;33063
B_AVT72_R;19 Mars 1962;BUS;CHAUSSEE;33162
B_MAN16_R;Georges Mandel;BUS;CHAUSSEE;33063
B_PGA34_A;Pin Galant;BUS;CHAUSSEE;33281
B_GAL02_R;Galgon;BUS;CHAUSSEE;33550
B_CCA42_A;Collège Capeyron;BUS;CHAUSSEE;33281
B_STJ76_R;Stade Jean Jaurès;BUS;CHAUSSEE;33069
B_COL04_R;Colibris;BUS;CHAUSSEE;33318
B_LEY12_R;Leygues;BUS;CHAUSSEE;33281
B_FER43_A;Ecole La Ferrade;BUS;CHAUSSEE;33039
B_BAO38_R;Libre Service de Gros;BUS;CHAUSSEE;33063
B_PICOT;Picot;BUS;CHAUSSEE;33162
B_GMA11_A;Hôpital Pellegrin (Grand Maurian);BUS;CHAUSSEE;33063
B_HOT31_A;Les Hôtels;BUS;CHAUSSEE;33063
B_COS45_R;Costedoat;BUS;CHAUSSEE;33063
B_PRE38_R;Prévost;BUS;CHAUSSEE;33075
B_TLO20_A;Tillon;BUS;CHAUSSEE;33550
B_LES53_R;Lestage;BUS;CHAUSSEE_ACCESS;33449
B_GAM51_R;Gambetta;BUS;CHAUSSEE_ACCESS;33063
B_BIB36_R;Bibliothèque;BUS;CHAUSSEE;33039
B_HOU88_R;Hourcade;BUS;HS_INTEGRAL;33550
B_PBL56_A;La Renney;BUS;CHAUSSEE;33056
B_MIR85_R;Poste d'Artigues;BUS;CHAUSSEE;33013
B_GUY80_R;Guyenne;BUS;CHAUSSEE;33192
B_EGR10_A;Eglise de Gradignan;BUS;CHAUSSEE;33192
B_PAC21_R;Pacaris;BUS;CHAUSSEE;33522
B_TOU51_R;Tourny;BUS;CHAUSSEE;33063
B_CHA34_R;Chatry;BUS;CHAUSSEE;33039
B_DOU83_A;Dourout;BUS;CHAUSSEE;33522
B_MED36_R;Médiathèque;BUS;CHAUSSEE;33550
B_MIC43_A;Michelet;BUS;CHAUSSEE;33039
B_UNI35_R;Unitec;BUS;HS_INTEGRAL;33318
B_GARD94;La Gardette (Bassens - Carbon Blanc);BUS;TERMINUS;33249
B_LAU43_A;Lauriol;BUS;CHAUSSEE;33039
B_ASS27_R;Pôle emploi Bastide;BUS;HS_INTEGRAL;33063
B_RAB93_A;Rabaneau;BUS;CHAUSSEE;33003
B_CAN36_R;Le Sulky;BUS;CHAUSSEE;33162
B_STS92_A;Saint-Sever;BUS;CHAUSSEE;33003
B_GCA42_R;Gare de Caudéran;BUS;CHAUSSEE;33281
B_STLO04;St Louis;BUS;VOIE_PROTEGEE;33063
B_ARN80_R;Hôpital Xavier Arnozan;BUS;CHAUSSEE;33318
B_MOU56_A;Moulineau;BUS;HS_INTEGRAL;33162
B_ARA43_R;Arago;BUS;CHAUSSEE;33039
B_RODE;Rode;BUS;CHAUSSEE;33065
B_AUBI37;Les Aubiers;BUS;TERMINUS;33063
B_SAI02_A;Saïgon;BUS;CHAUSSEE;33063
B_GPE34;Pessac Gare;BUS;HS_INTEGRAL;33318
B_NCI72_R;Bois Gramond;BUS;CHAUSSEE;33162
B_MOR32_A;La Morlette;BUS;CHAUSSEE;33119
B_LAG41_A;Lagraveyre;BUS;CHAUSSEE;33063
B_BOL09_A;Bolivar;BUS;CHAUSSEE;33063
B_GCA56_R;Le Grand Caillou;BUS;CHAUSSEE_ACCESS;33162
B_TAS89_A;De Lattre de Tassigny;BUS;CHAUSSEE;33550
B_DAN26_A;Dandicolle;BUS;CHAUSSEE;33063
B_DEL76_A;Hôpital Suburbain;BUS;CHAUSSEE;33069
B_SAB03_A;Sabarots;BUS;CHAUSSEE;33063
B_VEX71_R;Villagexpo;BUS;CHAUSSEE;33449
B_GAU82_A;Gautier;BUS;CHAUSSEE;33449
B_CHR44_A;Hôpital Haut-Lévêque;BUS;CHAUSSEE;33318
B_NAN22_A;Nansouty;BUS;HS_INTEGRAL;33063
B_4SA18_A;Théâtre des 4 Saisons;BUS;CHAUSSEE;33192
B_NAN22;Nansouty;BUS;HS_INTEGRAL;33063
B_CRA48_A;Crabette;BUS;CHAUSSEE;33318
B_CHRP11;Hôpital Pellegrin;BUS;VOIE_PROTEGEE;33063
B_PHE84_A;Phénix Haut Brion;BUS;CHAUSSEE;33318
B_BVE02_R;Les Charrettes;BUS;CHAUSSEE;33063
B_PJU48_A;Palais de Justice;BUS;TERMINUS;33063
B_SIR72_R;Sirtéma;BUS;CHAUSSEE;33162
B_AI28R2;AIA;BUS;CHAUSSEE;33167
B_PTE58_R;Le Printemps;BUS;CHAUSSEE;33312
B_CMP43_R;Centre M. Pagnol;BUS;CHAUSSEE;33522
B_RPE43_A;Route de Pessac;BUS;CHAUSSEE;33192
B_EYME27;Eyme;BUS;CHAUSSEE;33075
B_JAR33_A;Stade du Jard;BUS;CHAUSSEE;33281
B_CAR34_R;Cardinal;BUS;CHAUSSEE;33318
B_PCA51_A;Poste de Caudéran;BUS;CHAUSSEE;33063
B_BGO15_A;Boulevard Godard;BUS;HS_INTEGRAL;33063
B_MAG82_A;Avenue de Magudas;BUS;CHAUSSEE_ACCESS;33281
B_SCH15_R;Schubert;BUS;CHAUSSEE;33063
B_AVT72_A;19 Mars 1962;BUS;CHAUSSEE;33162
B_BOU18_R;Bouchon;BUS;CHAUSSEE;33318
B_BRU36_A;Brulatour;BUS;HS_INTEGRAL;33063
B_PJU04_A;Palais de Justice;BUS;CHAUSSEE;33063
B_MOUN30;Mounic;BUS;CHAUSSEE;33376
B_NOE48_A;Collège Noès;BUS;CHAUSSEE_ACCESS;33318
B_LAF80_A;La Fontaine;BUS;CHAUSSEE;33281
B_EJC47_R;Ecole Jean Cordier;BUS;CHAUSSEE;33318
B_CIM47_A;Cimetière;BUS;CHAUSSEE;33318
B_JJA45_A;Avenue Jean Jaurès;BUS;CHAUSSEE_ACCESS;33318
B_PES35_A;Pessac Centre;BUS;CHAUSSEE;33318
B_MON46_A;Le Monteil (Cité Le Corbusier);BUS;CHAUSSEE_ACCESS;33318
B_XAR46_A;Xavier Arnozan;BUS;CHAUSSEE;33318
B_ALO46_R;France Alouette;BUS;CHAUSSEE_ACCESS;33318
B_MFO46_R;Maréchal Foch;BUS;CHAUSSEE;33318
B_MON46_R;Le Monteil (Cité Le Corbusier);BUS;HS_INTEGRAL;33318
B_ECH45_R;Les Echoppes;BUS;CHAUSSEE_ACCESS;33318
B_ABA83_A;Anciens Abattoirs;BUS;CHAUSSEE;33522
B_CHA45_R;Antoune;BUS;CHAUSSEE_ACCESS;33318
B_TRI47_A;Le Trinquet;BUS;HS_INTEGRAL;33318
B_COR84_A;Corneille;BUS;CHAUSSEE;33318
B_ARA45_R;Arago (Médiathèque);BUS;CHAUSSEE;33318
B_FAU84_A;Fauvettes;BUS;CHAUSSEE;33318
B_AFP84_A;AFPA Pessac;BUS;CHAUSSEE;33318
B_MAG84_A;Magonty;BUS;HS_INTEGRAL;33318
B_FOR45_R;La Forge (Cité Le Corbusier);BUS;CHAUSSEE;33318
B_DAU84_R;Dauphiné;BUS;CHAUSSEE_ACCESS;33318
B_STC84_R;Stade Cap de Bos;BUS;CHAUSSEE_ACCESS;33318
B_MAC23_R;Macédo;BUS;CHAUSSEE;33318
B_ASS31_A;Carsat;BUS;CHAUSSEE;33063
B_JEA45_R;Jeanne d'Arc;BUS;CHAUSSEE_ACCESS;33063
B_CCO31_A;Centre Commercial du Lac;BUS;HS_INTEGRAL;33063
B_BER80_A;Bersol;BUS;CHAUSSEE;33192
B_BEL44_A;Bellevue;BUS;CHAUSSEE;33318
B_EUS48_R;André Eustache;BUS;CHAUSSEE_ACCESS;33318
B_MAG80_A;Gare de Pessac Alouette;BUS;CHAUSSEE_ACCESS;33318
B_RES47_A;Résistance;BUS;CHAUSSEE;33318
B_SER44_R;Serpent;BUS;CHAUSSEE;33318
B_LYA24_A;Lyautey;BUS;CHAUSSEE_ACCESS;33318
B_RES47_R;Résistance;BUS;HS_INTEGRAL;33318
B_MOU55_R;Moussa;BUS;CHAUSSEE;33162
B_AUR21_A;Auriol;BUS;CHAUSSEE_ACCESS;33550
B_ESC82_R;Les Escarrets;BUS;HS_INTEGRAL;33449
B_ESC91_A;Escarraguel;BUS;HS_INTEGRAL;33004
B_CVE52_A;Cage Verte;BUS;CHAUSSEE;33063
B_DES56_R;Les Ecus;BUS;CHAUSSEE_ACCESS;33069
B_DEL76_R;Hôpital Suburbain;BUS;CHAUSSEE;33069
B_TGA56_R;Tour de Gassies;BUS;HS_INTEGRAL;33162
B_TLA52_A;Simone Veil;BUS;CHAUSSEE;33162
B_GGA55_A;Eysines Centre;BUS;CHAUSSEE_ACCESS;33162
B_EYB55_A;Cimetière d'Eysines;BUS;CHAUSSEE_ACCESS;33162
B_ABO37_R;Avenue de la Boétie;BUS;CHAUSSEE;33519
B_TCI37_A;Taillan Cimetière;BUS;CHAUSSEE;33519
B_LIB52_R;Libération;BUS;CHAUSSEE;33162
B_VGE56_A;Le Vigean (Centre Commercial);BUS;HS_SEMI_INTEGRE;33162
B_VGE56_R;Le Vigean (Centre Commercial);BUS;HS_SEMI_INTEGRE;33162
B_RPA56_A;Route de Pauillac;BUS;HS_INTEGRAL;33162
B_CPH56_A;Cap de Haut;BUS;CHAUSSEE;33162
B_HBL56_R;Horizons Bleus;BUS;CHAUSSEE_ACCESS;33162
B_HBL56_A;Horizons Bleus;BUS;CHAUSSEE_ACCESS;33162
B_JAL56_A;Les Jalles;BUS;CHAUSSEE;33056
B_PMA56_R;Parc de Majolan;BUS;CHAUSSEE;33056
B_PER53_R;Pericot;BUS;CHAUSSEE;33449
